BPR1,BPR2,PR_HPC,PR_IPC,PR_LPC,TIT,TSCOR,TSF,TSFC,TSNoxR,SFC
0.1905,0.1905,5.546,4.301,3.99,1996,0.02949,202.2,62.17,0.1132,0.07461
0.1905,0.1905,5.545,4.3,3.989,1996,0.02949,202.5,62.1,0.113,0.07452
0.05,0.4972,7.99,2,6.98,2174,0.0216,212.4,62.51,0.1129,0.07501
0.1904,0.1904,5.544,4.3,3.988,1996,0.02949,202.8,62.02,0.1129,0.07443
0.1904,0.1904,5.543,4.299,3.988,1995,0.0295,203.1,61.95,0.1128,0.07434
0.1903,0.1903,5.541,4.298,3.987,1995,0.0295,203.4,61.87,0.1126,0.07425
0.1902,0.1902,5.54,4.297,3.986,1995,0.0295,203.7,61.8,0.1125,0.07416
0.1902,0.1902,5.539,4.296,3.985,1995,0.0295,204,61.72,0.1124,0.07407
0.1901,0.1901,5.537,4.295,3.984,1995,0.02951,204.3,61.65,0.1123,0.07398
0.1901,0.1901,5.536,4.294,3.984,1995,0.02951,204.5,61.58,0.1121,0.07389
0.19,0.19,5.535,4.293,3.983,1995,0.02951,204.8,61.5,0.112,0.0738
0.19,0.19,5.533,4.292,3.982,1995,0.02952,205.1,61.43,0.1119,0.07371
0.1899,0.1899,5.532,4.291,3.981,1995,0.02952,205.4,61.36,0.1117,0.07363
0.05,0.4943,7.98,2,6.96,2173,0.02152,215.5,61.77,0.1116,0.07413
0.1898,0.1898,5.531,4.291,3.98,1995,0.02952,205.7,61.28,0.1116,0.07354
0.1898,0.1898,5.53,4.29,3.98,1994,0.02952,206,61.21,0.1115,0.07345
0.1897,0.1897,5.528,4.289,3.979,1994,0.02953,206.3,61.14,0.1113,0.07337
0.1897,0.1897,5.527,4.288,3.978,1994,0.02953,206.6,61.07,0.1112,0.07328
0.1896,0.1896,5.526,4.287,3.977,1994,0.02953,206.9,60.99,0.1111,0.07319
0.1895,0.1895,5.524,4.286,3.976,1994,0.02954,207.2,60.92,0.111,0.07311
0.1895,0.1895,5.523,4.285,3.976,1994,0.02954,207.4,60.85,0.1108,0.07302
0.1894,0.1894,5.522,4.284,3.975,1994,0.02955,207.7,60.78,0.1107,0.07294
0.1894,0.1894,5.52,4.283,3.974,1994,0.02955,208,60.71,0.1106,0.07285
0.1893,0.1893,5.519,4.282,3.973,1994,0.02955,208.3,60.64,0.1105,0.07277
0.05,0.4915,7.97,2,6.939,2173,0.02145,218.5,61.06,0.1103,0.07328
0.1893,0.1893,5.518,4.282,3.972,1994,0.02956,208.6,60.57,0.1103,0.07268
0.1892,0.1892,5.517,4.281,3.972,1994,0.02956,208.9,60.5,0.1102,0.0726
0.1891,0.1891,5.515,4.28,3.971,1993,0.02957,209.2,60.43,0.1101,0.07252
0.1891,0.1891,5.514,4.279,3.97,1993,0.02957,209.5,60.36,0.11,0.07243
0.189,0.189,5.513,4.278,3.969,1993,0.02957,209.7,60.29,0.1098,0.07235
0.189,0.189,5.511,4.277,3.968,1993,0.02958,210,60.22,0.1097,0.07227
0.1889,0.1889,5.51,4.276,3.968,1993,0.02958,210.3,60.15,0.1096,0.07218
0.1888,0.1888,5.509,4.275,3.967,1993,0.02959,210.6,60.08,0.1095,0.0721
0.1888,0.1888,5.507,4.274,3.966,1993,0.02959,210.9,60.02,0.1094,0.07202
0.1887,0.1887,5.506,4.273,3.965,1993,0.0296,211.2,59.95,0.1092,0.07194
0.05,0.4887,7.96,2,6.919,2172,0.02139,221.5,60.38,0.1091,0.07245
0.1887,0.1887,5.505,4.273,3.964,1993,0.0296,211.5,59.88,0.1091,0.07186
0.1886,0.1886,5.504,4.272,3.964,1993,0.02961,211.8,59.81,0.109,0.07177
0.1886,0.1886,5.502,4.271,3.963,1992,0.02961,212,59.74,0.1089,0.07169
0.1885,0.1885,5.501,4.27,3.962,1992,0.02962,212.3,59.68,0.1088,0.07161
0.1884,0.1884,5.5,4.269,3.961,1992,0.02962,212.6,59.61,0.1086,0.07153
0.1884,0.1884,5.498,4.268,3.96,1992,0.02963,212.9,59.54,0.1085,0.07145
0.1883,0.1883,5.497,4.267,3.96,1992,0.02963,213.2,59.48,0.1084,0.07137
0.1883,0.1883,5.496,4.266,3.959,1992,0.02964,213.5,59.41,0.1083,0.07129
0.1882,0.1882,5.494,4.265,3.958,1992,0.02964,213.8,59.34,0.1082,0.07121
0.1882,0.1882,5.493,4.264,3.957,1992,0.02965,214,59.28,0.1081,0.07113
0.05,0.4859,7.949,2,6.899,2171,0.02133,224.5,59.72,0.1079,0.07166
0.1881,0.1881,5.492,4.264,3.956,1992,0.02965,214.3,59.21,0.1079,0.07105
0.188,0.188,5.49,4.263,3.956,1992,0.02966,214.6,59.15,0.1078,0.07098
0.188,0.188,5.489,4.262,3.955,1992,0.02967,214.9,59.08,0.1077,0.0709
0.1879,0.1879,5.488,4.261,3.954,1991,0.02967,215.2,59.02,0.1076,0.07082
0.1879,0.1879,5.487,4.26,3.953,1991,0.02968,215.5,58.95,0.1075,0.07074
0.1878,0.1878,5.485,4.259,3.952,1991,0.02968,215.7,58.89,0.1074,0.07066
0.1877,0.1877,5.484,4.258,3.952,1991,0.02969,216,58.82,0.1072,0.07059
0.1877,0.1877,5.483,4.257,3.951,1991,0.0297,216.3,58.76,0.1071,0.07051
0.1876,0.1876,5.481,4.256,3.95,1991,0.0297,216.6,58.69,0.107,0.07043
0.1876,0.1876,5.48,4.255,3.949,1991,0.02971,216.9,58.63,0.1069,0.07036
0.05,0.483,7.939,2,6.879,2170,0.02128,227.5,59.08,0.1068,0.07089
0.1875,0.1875,5.479,4.255,3.948,1991,0.02972,217.2,58.57,0.1068,0.07028
0.1875,0.1875,5.477,4.254,3.948,1991,0.02972,217.5,58.5,0.1067,0.0702
0.1874,0.1874,5.476,4.253,3.947,1991,0.02973,217.7,58.44,0.1066,0.07013
0.1873,0.1873,5.475,4.252,3.946,1990,0.02974,218,58.38,0.1065,0.07005
0.1873,0.1873,5.474,4.251,3.945,1990,0.02974,218.3,58.31,0.1063,0.06998
0.1872,0.1872,5.472,4.25,3.944,1990,0.02975,218.6,58.25,0.1062,0.0699
0.1872,0.1872,5.471,4.249,3.944,1990,0.02976,218.9,58.19,0.1061,0.06983
0.1871,0.1871,5.47,4.248,3.943,1990,0.02976,219.2,58.13,0.106,0.06975
0.1871,0.1871,5.468,4.247,3.942,1990,0.02977,219.4,58.06,0.1059,0.06968
0.187,0.187,5.467,4.246,3.941,1990,0.02978,219.7,58,0.1058,0.0696
0.05,0.4802,7.929,2,6.859,2170,0.02124,230.5,58.46,0.1057,0.07015
0.1869,0.1869,5.466,4.246,3.94,1990,0.02978,220,57.94,0.1057,0.06953
0.1869,0.1869,5.464,4.245,3.94,1990,0.02979,220.3,57.88,0.1056,0.06946
0.1868,0.1868,5.463,4.244,3.939,1990,0.0298,220.6,57.82,0.1055,0.06938
0.1868,0.1868,5.462,4.243,3.938,1990,0.02981,220.8,57.76,0.1054,0.06931
0.1867,0.1867,5.461,4.242,3.937,1989,0.02981,221.1,57.7,0.1053,0.06924
0.1866,0.1866,5.459,4.241,3.936,1989,0.02982,221.4,57.64,0.1051,0.06916
0.1866,0.1866,5.458,4.24,3.936,1989,0.02983,221.7,57.58,0.105,0.06909
0.1865,0.1865,5.457,4.239,3.935,1989,0.02984,222,57.52,0.1049,0.06902
0.1865,0.1865,5.455,4.238,3.934,1989,0.02984,222.3,57.46,0.1048,0.06895
0.1864,0.1864,5.454,4.237,3.933,1989,0.02985,222.5,57.4,0.1047,0.06887
0.05,0.4774,7.919,2,6.838,2169,0.0212,233.5,57.86,0.1046,0.06943
0.1864,0.1864,5.453,4.237,3.932,1989,0.02986,222.8,57.34,0.1046,0.0688
0.1863,0.1863,5.451,4.236,3.932,1989,0.02987,223.1,57.28,0.1045,0.06873
0.1862,0.1862,5.45,4.235,3.931,1989,0.02988,223.4,57.22,0.1044,0.06866
0.1862,0.1862,5.449,4.234,3.93,1989,0.02989,223.7,57.16,0.1043,0.06859
0.1861,0.1861,5.448,4.233,3.929,1988,0.02989,223.9,57.1,0.1042,0.06852
0.1861,0.1861,5.446,4.232,3.928,1988,0.0299,224.2,57.04,0.1041,0.06845
0.186,0.186,5.445,4.231,3.928,1988,0.02991,224.5,56.98,0.104,0.06838
0.1859,0.1859,5.444,4.23,3.927,1988,0.02992,224.8,56.92,0.1039,0.06831
0.1859,0.1859,5.442,4.229,3.926,1988,0.02993,225.1,56.86,0.1038,0.06824
0.1858,0.1858,5.441,4.228,3.925,1988,0.02994,225.3,56.81,0.1037,0.06817
0.05,0.4745,7.909,2,6.818,2168,0.02117,236.4,57.28,0.1036,0.06873
0.1858,0.1858,5.44,4.228,3.924,1988,0.02995,225.6,56.75,0.1036,0.0681
0.1857,0.1857,5.438,4.227,3.924,1988,0.02995,225.9,56.69,0.1035,0.06803
0.1857,0.1857,5.437,4.226,3.923,1988,0.02996,226.2,56.63,0.1034,0.06796
0.1856,0.1856,5.436,4.225,3.922,1988,0.02997,226.5,56.58,0.1033,0.06789
0.1855,0.1855,5.435,4.224,3.921,1988,0.02998,226.7,56.52,0.1032,0.06782
0.1855,0.1855,5.433,4.223,3.92,1987,0.02999,227,56.46,0.1031,0.06775
0.1854,0.1854,5.432,4.222,3.92,1987,0.03,227.3,56.41,0.103,0.06769
0.1854,0.1854,5.431,4.221,3.919,1987,0.03001,227.6,56.35,0.1029,0.06762
0.1853,0.1853,5.429,4.22,3.918,1987,0.03002,227.9,56.29,0.1028,0.06755
0.1853,0.1853,5.428,4.219,3.917,1987,0.03003,228.1,56.24,0.1027,0.06748
0.05,0.4717,7.899,2,6.798,2167,0.02114,239.4,56.72,0.1026,0.06806
0.1852,0.1852,5.427,4.219,3.916,1987,0.03004,228.4,56.18,0.1026,0.06742
0.1851,0.1851,5.425,4.218,3.916,1987,0.03005,228.7,56.12,0.1025,0.06735
0.1851,0.1851,5.424,4.217,3.915,1987,0.03006,229,56.07,0.1024,0.06728
0.185,0.185,5.423,4.216,3.914,1987,0.03007,229.2,56.01,0.1023,0.06721
0.185,0.185,5.422,4.215,3.913,1987,0.03008,229.5,55.96,0.1022,0.06715
0.1849,0.1849,5.42,4.214,3.912,1986,0.03009,229.8,55.9,0.1021,0.06708
0.1848,0.1848,5.419,4.213,3.912,1986,0.0301,230.1,55.85,0.102,0.06702
0.1848,0.1848,5.418,4.212,3.911,1986,0.03011,230.4,55.79,0.1019,0.06695
0.1847,0.1847,5.416,4.211,3.91,1986,0.03012,230.6,55.74,0.1018,0.06688
0.05,0.4689,7.889,2,6.778,2167,0.02111,242.3,56.17,0.1017,0.06741
0.1847,0.1847,5.415,4.21,3.909,1986,0.03013,230.9,55.68,0.1017,0.06682
0.1846,0.1846,5.414,4.21,3.908,1986,0.03014,231.2,55.63,0.1016,0.06675
0.1846,0.1846,5.412,4.209,3.908,1986,0.03015,231.5,55.57,0.1015,0.06669
0.1845,0.1845,5.411,4.208,3.907,1986,0.03016,231.7,55.52,0.1014,0.06662
0.1844,0.1844,5.41,4.207,3.906,1986,0.03017,232,55.47,0.1013,0.06656
0.1844,0.1844,5.409,4.206,3.905,1986,0.03018,232.3,55.41,0.1012,0.06649
0.1843,0.1843,5.407,4.205,3.904,1986,0.03019,232.6,55.36,0.1011,0.06643
0.1843,0.1843,5.406,4.204,3.904,1985,0.0302,232.8,55.3,0.101,0.06637
0.1842,0.1842,5.405,4.203,3.903,1985,0.03021,233.1,55.25,0.1009,0.0663
0.1842,0.1842,5.403,4.202,3.902,1985,0.03022,233.4,55.2,0.1008,0.06624
0.05,0.4661,7.879,2,6.758,2166,0.02109,245.2,55.65,0.1007,0.06678
0.1841,0.1841,5.402,4.201,3.901,1985,0.03023,233.7,55.14,0.1007,0.06617
0.184,0.184,5.401,4.201,3.9,1985,0.03024,234,55.09,0.1007,0.06611
0.184,0.184,5.399,4.2,3.9,1985,0.03025,234.2,55.04,0.1006,0.06605
0.1839,0.1839,5.398,4.199,3.899,1985,0.03026,234.5,54.99,0.1005,0.06598
0.1839,0.1839,5.397,4.198,3.898,1985,0.03027,234.8,54.93,0.1004,0.06592
0.1838,0.1838,5.396,4.197,3.897,1985,0.03029,235.1,54.88,0.1003,0.06586
0.1837,0.1837,5.394,4.196,3.896,1985,0.0303,235.3,54.83,0.1002,0.0658
0.1837,0.1837,5.393,4.195,3.896,1984,0.03031,235.6,54.78,0.1001,0.06573
0.1836,0.1836,5.392,4.194,3.895,1984,0.03032,235.9,54.73,0.1,0.06567
0.1836,0.1836,5.39,4.193,3.894,1984,0.03033,236.2,54.67,0.09992,0.06561
0.05,0.4632,7.869,2,6.737,2165,0.02108,248.1,55.14,0.09983,0.06616
0.1835,0.1835,5.389,4.192,3.893,1984,0.03034,236.4,54.62,0.09983,0.06555
0.1835,0.1835,5.388,4.192,3.892,1984,0.03035,236.7,54.57,0.09974,0.06549
0.1834,0.1834,5.386,4.191,3.892,1984,0.03037,237,54.52,0.09965,0.06543
0.1833,0.1833,5.385,4.19,3.891,1984,0.03038,237.3,54.47,0.09956,0.06536
0.1833,0.1833,5.384,4.189,3.89,1984,0.03039,237.5,54.42,0.09947,0.0653
0.1832,0.1832,5.383,4.188,3.889,1984,0.0304,237.8,54.37,0.09938,0.06524
0.1832,0.1832,5.381,4.187,3.888,1984,0.03041,238.1,54.32,0.09929,0.06518
0.1831,0.1831,5.38,4.186,3.888,1984,0.03043,238.4,54.27,0.0992,0.06512
0.183,0.183,5.379,4.185,3.887,1983,0.03044,238.6,54.22,0.09911,0.06506
0.183,0.183,5.377,4.184,3.886,1983,0.03045,238.9,54.17,0.09902,0.065
0.05,0.4604,7.859,2,6.717,2164,0.02107,251,54.64,0.09895,0.06557
0.1829,0.1829,5.376,4.183,3.885,1983,0.03046,239.2,54.12,0.09894,0.06494
0.1829,0.1829,5.375,4.183,3.884,1983,0.03047,239.4,54.07,0.09885,0.06488
0.1828,0.1828,5.373,4.182,3.884,1983,0.03049,239.7,54.02,0.09876,0.06482
0.1828,0.1828,5.372,4.181,3.883,1983,0.0305,240,53.97,0.09867,0.06476
0.1827,0.1827,5.371,4.18,3.882,1983,0.03051,240.3,53.92,0.09859,0.0647
0.1826,0.1826,5.37,4.179,3.881,1983,0.03052,240.5,53.87,0.0985,0.06464
0.1826,0.1826,5.368,4.178,3.88,1983,0.03054,240.8,53.82,0.09841,0.06458
0.1825,0.1825,5.367,4.177,3.88,1983,0.03055,241.1,53.77,0.09833,0.06452
0.1825,0.1825,5.366,4.176,3.879,1982,0.03056,241.4,53.72,0.09824,0.06447
0.1824,0.1824,5.364,4.175,3.878,1982,0.03058,241.6,53.67,0.09815,0.06441
0.05,0.4576,7.848,2,6.697,2164,0.02107,253.9,54.16,0.0981,0.06499
0.1824,0.1824,5.363,4.174,3.877,1982,0.03059,241.9,53.62,0.09807,0.06435
0.1823,0.1823,5.362,4.174,3.876,1982,0.0306,242.2,53.58,0.09798,0.06429
0.1822,0.1822,5.36,4.173,3.876,1982,0.03061,242.4,53.53,0.0979,0.06423
0.1822,0.1822,5.359,4.172,3.875,1982,0.03063,242.7,53.48,0.09781,0.06418
0.1821,0.1821,5.358,4.171,3.874,1982,0.03064,243,53.43,0.09773,0.06412
0.1821,0.1821,5.357,4.17,3.873,1982,0.03065,243.3,53.38,0.09764,0.06406
0.182,0.182,5.355,4.169,3.872,1982,0.03067,243.5,53.34,0.09756,0.064
0.1819,0.1819,5.354,4.168,3.872,1982,0.03068,243.8,53.29,0.09748,0.06395
0.1819,0.1819,5.353,4.167,3.871,1982,0.03069,244.1,53.24,0.09739,0.06389
0.1818,0.1818,5.351,4.166,3.87,1981,0.03071,244.3,53.19,0.09731,0.06383
0.05,0.4547,7.838,2,6.677,2163,0.02106,256.7,53.69,0.09728,0.06443
0.1818,0.1818,5.35,4.165,3.869,1981,0.03072,244.6,53.15,0.09723,0.06378
0.1817,0.1817,5.349,4.165,3.868,1981,0.03074,244.9,53.1,0.09714,0.06372
0.1817,0.1817,5.347,4.164,3.868,1981,0.03075,245.2,53.05,0.09706,0.06366
0.1816,0.1816,5.346,4.163,3.867,1981,0.03076,245.4,53.01,0.09698,0.06361
0.1815,0.1815,5.345,4.162,3.866,1981,0.03078,245.7,52.96,0.09689,0.06355
0.1815,0.1815,5.344,4.161,3.865,1981,0.03079,246,52.91,0.09681,0.06349
0.1814,0.1814,5.342,4.16,3.864,1981,0.0308,246.2,52.87,0.09673,0.06344
0.1814,0.1814,5.341,4.159,3.864,1981,0.03082,246.5,52.82,0.09665,0.06338
0.1813,0.1813,5.34,4.158,3.863,1981,0.03083,246.8,52.77,0.09657,0.06333
0.1813,0.1813,5.338,4.157,3.862,1980,0.03085,247.1,52.73,0.09649,0.06327
0.05,0.4519,7.828,2,6.657,2162,0.02107,259.6,53.24,0.09648,0.06389
0.1812,0.1812,5.337,4.156,3.861,1980,0.03086,247.3,52.68,0.09641,0.06322
0.1811,0.1811,5.336,4.156,3.86,1980,0.03088,247.6,52.63,0.09633,0.06316
0.1811,0.1811,5.334,4.155,3.86,1980,0.03089,247.9,52.59,0.09624,0.06311
0.181,0.181,5.333,4.154,3.859,1980,0.0309,248.1,52.54,0.09616,0.06305
0.181,0.181,5.332,4.153,3.858,1980,0.03092,248.4,52.5,0.09608,0.063
0.1809,0.1809,5.331,4.152,3.857,1980,0.03093,248.7,52.45,0.096,0.06294
0.1808,0.1808,5.329,4.151,3.856,1980,0.03095,248.9,52.41,0.09593,0.06289
0.1808,0.1808,5.328,4.15,3.856,1980,0.03096,249.2,52.36,0.09585,0.06284
0.1807,0.1807,5.327,4.149,3.855,1980,0.03098,249.5,52.32,0.09577,0.06278
0.05,0.4491,7.818,2,6.636,2161,0.02107,262.4,52.8,0.0957,0.06336
0.1807,0.1807,5.325,4.148,3.854,1980,0.03099,249.8,52.27,0.09569,0.06273
0.1806,0.1806,5.324,4.147,3.853,1979,0.03101,250,52.23,0.09561,0.06267
0.1806,0.1806,5.323,4.147,3.852,1979,0.03102,250.3,52.18,0.09553,0.06262
0.1805,0.1805,5.321,4.146,3.852,1979,0.03104,250.6,52.14,0.09545,0.06257
0.1804,0.1804,5.32,4.145,3.851,1979,0.03105,250.8,52.09,0.09537,0.06251
0.1804,0.1804,5.319,4.144,3.85,1979,0.03107,251.1,52.05,0.0953,0.06246
0.1803,0.1803,5.318,4.143,3.849,1979,0.03108,251.4,52.01,0.09522,0.06241
0.1803,0.1803,5.316,4.142,3.848,1979,0.0311,251.6,51.96,0.09514,0.06235
0.1802,0.1802,5.315,4.141,3.848,1979,0.03111,251.9,51.92,0.09507,0.0623
0.1801,0.1801,5.314,4.14,3.847,1979,0.03113,252.2,51.87,0.09499,0.06225
0.05,0.4463,7.808,2,6.616,2161,0.02109,265.2,52.37,0.09494,0.06284
0.1801,0.1801,5.312,4.139,3.846,1979,0.03115,252.4,51.83,0.09491,0.0622
0.18,0.18,5.311,4.138,3.845,1979,0.03116,252.7,51.79,0.09483,0.06215
0.18,0.18,5.31,4.138,3.844,1978,0.03118,253,51.74,0.09476,0.06209
0.1799,0.1799,5.308,4.137,3.844,1978,0.03119,253.2,51.7,0.09468,0.06204
0.1799,0.1799,5.307,4.136,3.843,1978,0.03121,253.5,51.66,0.09461,0.06199
0.1798,0.1798,5.306,4.135,3.842,1978,0.03122,253.8,51.61,0.09453,0.06194
0.1797,0.1797,5.305,4.134,3.841,1978,0.03124,254,51.57,0.09446,0.06189
0.1797,0.1797,5.303,4.133,3.84,1978,0.03126,254.3,51.53,0.09438,0.06183
0.1796,0.1796,5.302,4.132,3.84,1978,0.03127,254.6,51.49,0.09431,0.06178
0.1796,0.1796,5.301,4.131,3.839,1978,0.03129,254.8,51.44,0.09423,0.06173
0.05,0.4434,7.798,2,6.596,2160,0.0211,268,51.95,0.0942,0.06234
0.1795,0.1795,5.299,4.13,3.838,1978,0.0313,255.1,51.4,0.09416,0.06168
0.1795,0.1795,5.298,4.129,3.837,1978,0.03132,255.4,51.36,0.09408,0.06163
0.1794,0.1794,5.297,4.129,3.836,1977,0.03134,255.6,51.32,0.09401,0.06158
0.1793,0.1793,5.295,4.128,3.836,1977,0.03135,255.9,51.27,0.09393,0.06153
0.1793,0.1793,5.294,4.127,3.835,1977,0.03137,256.2,51.23,0.09386,0.06148
0.1792,0.1792,5.293,4.126,3.834,1977,0.03139,256.4,51.19,0.09379,0.06143
0.1792,0.1792,5.292,4.125,3.833,1977,0.0314,256.7,51.15,0.09371,0.06138
0.1791,0.1791,5.29,4.124,3.832,1977,0.03142,257,51.11,0.09364,0.06133
0.179,0.179,5.289,4.123,3.832,1977,0.03144,257.2,51.07,0.09357,0.06128
0.05,0.4406,7.788,2,6.576,2159,0.02112,270.8,51.55,0.09349,0.06185
0.179,0.179,5.288,4.122,3.831,1977,0.03145,257.5,51.02,0.09349,0.06123
0.1789,0.1789,5.286,4.121,3.83,1977,0.03147,257.8,50.98,0.09342,0.06118
0.1789,0.1789,5.285,4.12,3.829,1977,0.03149,258,50.94,0.09335,0.06113
0.1788,0.1788,5.284,4.12,3.828,1977,0.0315,258.3,50.9,0.09328,0.06108
0.1788,0.1788,5.282,4.119,3.828,1976,0.03152,258.6,50.86,0.0932,0.06103
0.1787,0.1787,5.281,4.118,3.827,1976,0.03154,258.8,50.82,0.09313,0.06098
0.1786,0.1786,5.28,4.117,3.826,1976,0.03156,259.1,50.78,0.09306,0.06093
0.1786,0.1786,5.279,4.116,3.825,1976,0.03157,259.4,50.74,0.09299,0.06088
0.1785,0.1785,5.277,4.115,3.824,1976,0.03159,259.6,50.7,0.09292,0.06083
0.1785,0.1785,5.276,4.114,3.824,1976,0.03161,259.9,50.66,0.09285,0.06079
0.05,0.4378,7.778,2,6.556,2158,0.02114,273.6,51.15,0.09279,0.06138
0.1784,0.1784,5.275,4.113,3.823,1976,0.03162,260.2,50.61,0.09277,0.06074
0.1783,0.1783,5.273,4.112,3.822,1976,0.03164,260.4,50.57,0.0927,0.06069
0.1783,0.1783,5.272,4.111,3.821,1976,0.03166,260.7,50.53,0.09263,0.06064
0.1782,0.1782,5.271,4.111,3.82,1976,0.03168,261,50.49,0.09256,0.06059
0.1782,0.1782,5.269,4.11,3.82,1975,0.03169,261.2,50.45,0.09249,0.06054
0.1781,0.1781,5.268,4.109,3.819,1975,0.03171,261.5,50.41,0.09242,0.0605
0.1781,0.1781,5.267,4.108,3.818,1975,0.03173,261.8,50.37,0.09235,0.06045
0.178,0.178,5.266,4.107,3.817,1975,0.03175,262,50.33,0.09228,0.0604
0.1779,0.1779,5.264,4.106,3.816,1975,0.03177,262.3,50.3,0.09221,0.06035
0.1779,0.1779,5.263,4.105,3.816,1975,0.03178,262.5,50.26,0.09214,0.06031
0.05,0.4349,7.768,2,6.535,2158,0.02117,276.4,50.77,0.09212,0.06092
0.1778,0.1778,5.262,4.104,3.815,1975,0.0318,262.8,50.22,0.09208,0.06026
0.1778,0.1778,5.26,4.103,3.814,1975,0.03182,263.1,50.18,0.09201,0.06021
0.1777,0.1777,5.259,4.102,3.813,1975,0.03184,263.3,50.14,0.09194,0.06017
0.1777,0.1777,5.258,4.102,3.812,1975,0.03186,263.6,50.1,0.09187,0.06012
0.1776,0.1776,5.256,4.101,3.812,1975,0.03188,263.9,50.06,0.0918,0.06007
0.1775,0.1775,5.255,4.1,3.811,1974,0.03189,264.1,50.02,0.09173,0.06002
0.1775,0.1775,5.254,4.099,3.81,1974,0.03191,264.4,49.98,0.09166,0.05998
0.1774,0.1774,5.253,4.098,3.809,1974,0.03193,264.7,49.94,0.0916,0.05993
0.1774,0.1774,5.251,4.097,3.808,1974,0.03195,264.9,49.9,0.09153,0.05989
0.05,0.4321,7.758,2,6.515,2157,0.0212,279.2,50.39,0.09146,0.06047
0.1773,0.1773,5.25,4.096,3.808,1974,0.03197,265.2,49.87,0.09146,0.05984
0.1772,0.1772,5.249,4.095,3.807,1974,0.03199,265.4,49.83,0.09139,0.05979
0.1772,0.1772,5.247,4.094,3.806,1974,0.03201,265.7,49.79,0.09133,0.05975
0.1771,0.1771,5.246,4.093,3.805,1974,0.03202,266,49.75,0.09126,0.0597
0.1771,0.1771,5.245,4.093,3.804,1974,0.03204,266.2,49.71,0.09119,0.05966
0.177,0.177,5.243,4.092,3.804,1974,0.03206,266.5,49.68,0.09113,0.05961
0.177,0.177,5.242,4.091,3.803,1973,0.03208,266.8,49.64,0.09106,0.05956
0.1769,0.1769,5.241,4.09,3.802,1973,0.0321,267,49.6,0.09099,0.05952
0.1768,0.1768,5.24,4.089,3.801,1973,0.03212,267.3,49.56,0.09093,0.05947
0.1768,0.1768,5.238,4.088,3.8,1973,0.03214,267.5,49.52,0.09086,0.05943
0.05,0.4293,7.747,2,6.495,2156,0.02123,281.9,50.03,0.09081,0.06003
0.1767,0.1767,5.237,4.087,3.8,1973,0.03216,267.8,49.49,0.0908,0.05938
0.1767,0.1767,5.236,4.086,3.799,1973,0.03218,268.1,49.45,0.09073,0.05934
0.1766,0.1766,5.234,4.085,3.798,1973,0.0322,268.3,49.41,0.09066,0.05929
0.1766,0.1766,5.233,4.084,3.797,1973,0.03222,268.6,49.37,0.0906,0.05925
0.1765,0.1765,5.232,4.084,3.796,1973,0.03224,268.8,49.34,0.09053,0.0592
0.1764,0.1764,5.23,4.083,3.796,1973,0.03225,269.1,49.3,0.09047,0.05916
0.1764,0.1764,5.229,4.082,3.795,1973,0.03227,269.4,49.26,0.0904,0.05912
0.1763,0.1763,5.228,4.081,3.794,1972,0.03229,269.6,49.23,0.09034,0.05907
0.1763,0.1763,5.227,4.08,3.793,1972,0.03231,269.9,49.19,0.09028,0.05903
0.1762,0.1762,5.225,4.079,3.792,1972,0.03233,270.2,49.15,0.09021,0.05898
0.05,0.4265,7.737,2,6.475,2155,0.02127,284.7,49.67,0.09019,0.0596
0.1761,0.1761,5.224,4.078,3.792,1972,0.03235,270.4,49.12,0.09015,0.05894
0.1761,0.1761,5.223,4.077,3.791,1972,0.03237,270.7,49.08,0.09008,0.0589
0.176,0.176,5.221,4.076,3.79,1972,0.03239,270.9,49.04,0.09002,0.05885
0.176,0.176,5.22,4.075,3.789,1972,0.03241,271.2,49.01,0.08996,0.05881
0.1759,0.1759,5.219,4.075,3.788,1972,0.03243,271.5,48.97,0.08989,0.05876
0.1759,0.1759,5.217,4.074,3.788,1972,0.03245,271.7,48.93,0.08983,0.05872
0.1758,0.1758,5.216,4.073,3.787,1972,0.03247,272,48.9,0.08977,0.05868
0.1757,0.1757,5.215,4.072,3.786,1971,0.0325,272.2,48.86,0.0897,0.05863
0.1757,0.1757,5.214,4.071,3.785,1971,0.03252,272.5,48.83,0.08964,0.05859
0.05,0.4236,7.727,2,6.455,2155,0.02131,287.4,49.32,0.08958,0.05919
0.1756,0.1756,5.212,4.07,3.784,1971,0.03254,272.8,48.79,0.08958,0.05855
0.1756,0.1756,5.211,4.069,3.784,1971,0.03256,273,48.75,0.08951,0.05851
0.1755,0.1755,5.21,4.068,3.783,1971,0.03258,273.3,48.72,0.08945,0.05846
0.1754,0.1754,5.208,4.067,3.782,1971,0.0326,273.5,48.68,0.08939,0.05842
0.1754,0.1754,5.207,4.066,3.781,1971,0.03262,273.8,48.65,0.08933,0.05838
0.1753,0.1753,5.206,4.066,3.78,1971,0.03264,274.1,48.61,0.08927,0.05834
0.1753,0.1753,5.204,4.065,3.78,1971,0.03266,274.3,48.58,0.0892,0.05829
0.1752,0.1752,5.203,4.064,3.779,1971,0.03268,274.6,48.54,0.08914,0.05825
0.1752,0.1752,5.202,4.063,3.778,1971,0.0327,274.8,48.51,0.08908,0.05821
0.1751,0.1751,5.201,4.062,3.777,1970,0.03272,275.1,48.47,0.08902,0.05817
