BPR1,BPR2,PR_HPC,PR_IPC,PR_LPC,TIT,TSCOR,TSF,TSFC,TSNoxR,SFC
0.1031,0.1031,3.586,2.944,2.783,1852,0.1579,549.4,31.71,0.06121,0.03805
0.103,0.103,3.584,2.943,2.783,1852,0.1582,549.6,31.7,0.06121,0.03804
0.04997,0.04997,2.396,2.12,2.051,1765,1.192,698.6,30.1,0.06121,0.03612
0.1029,0.1029,3.583,2.942,2.782,1852,0.1584,549.7,31.7,0.0612,0.03804
0.1029,0.1029,3.582,2.941,2.781,1852,0.1587,549.9,31.69,0.0612,0.03803
0.05003,0.05003,2.397,2.121,2.052,1766,1.188,698.5,30.1,0.0612,0.03612
0.05009,0.05009,2.398,2.122,2.053,1766,1.185,698.4,30.1,0.0612,0.03612
0.1028,0.1028,3.579,2.939,2.779,1852,0.1593,550.3,31.69,0.06119,0.03802
0.1028,0.1028,3.58,2.94,2.78,1852,0.159,550.1,31.69,0.06119,0.03803
0.05014,0.05014,2.4,2.123,2.054,1766,1.182,698.3,30.1,0.06119,0.03612
0.0502,0.0502,2.401,2.124,2.055,1766,1.179,698.1,30.1,0.06119,0.03612
0.1026,0.1026,3.577,2.938,2.778,1852,0.1598,550.7,31.68,0.06118,0.03801
0.1027,0.1027,3.578,2.938,2.779,1852,0.1596,550.5,31.68,0.06118,0.03802
0.05026,0.05026,2.402,2.125,2.055,1766,1.175,698,30.1,0.06118,0.03612
0.05032,0.05032,2.404,2.126,2.056,1766,1.172,697.9,30.1,0.06118,0.03612
0.1025,0.1025,3.574,2.936,2.776,1852,0.1604,551.1,31.67,0.06117,0.038
0.1026,0.1026,3.575,2.937,2.777,1852,0.1601,550.9,31.67,0.06117,0.03801
0.05038,0.05038,2.405,2.127,2.057,1766,1.169,697.8,30.1,0.06117,0.03612
0.1025,0.1025,3.573,2.935,2.775,1851,0.1607,551.3,31.66,0.06116,0.038
0.05043,0.05043,2.406,2.127,2.058,1766,1.166,697.6,30.1,0.06116,0.03612
0.05049,0.05049,2.408,2.128,2.059,1766,1.163,697.5,30.1,0.06116,0.03612
0.1024,0.1024,3.57,2.933,2.774,1851,0.1613,551.7,31.66,0.06115,0.03799
0.1024,0.1024,3.571,2.934,2.775,1851,0.161,551.5,31.66,0.06115,0.03799
0.05055,0.05055,2.409,2.129,2.059,1766,1.16,697.4,30.1,0.06115,0.03612
0.05061,0.05061,2.41,2.13,2.06,1767,1.156,697.3,30.1,0.06115,0.03612
0.1022,0.1022,3.567,2.931,2.772,1851,0.1619,552,31.65,0.06114,0.03798
0.1023,0.1023,3.569,2.932,2.773,1851,0.1616,551.8,31.65,0.06114,0.03798
0.05067,0.05067,2.411,2.131,2.061,1767,1.153,697.1,30.1,0.06114,0.03611
0.05072,0.05072,2.413,2.132,2.062,1767,1.15,697,30.09,0.06114,0.03611
0.1021,0.1021,3.565,2.929,2.771,1851,0.1624,552.4,31.64,0.06113,0.03797
0.1022,0.1022,3.566,2.93,2.771,1851,0.1621,552.2,31.64,0.06113,0.03797
0.05078,0.05078,2.414,2.133,2.063,1767,1.147,696.9,30.09,0.06113,0.03611
0.05084,0.05084,2.415,2.134,2.063,1767,1.144,696.8,30.09,0.06113,0.03611
0.102,0.102,3.562,2.928,2.769,1851,0.163,552.8,31.63,0.06112,0.03796
0.1021,0.1021,3.564,2.929,2.77,1851,0.1627,552.6,31.63,0.06112,0.03796
0.0509,0.0509,2.417,2.135,2.064,1767,1.141,696.6,30.09,0.06112,0.03611
0.1019,0.1019,3.561,2.927,2.768,1851,0.1633,553,31.63,0.06111,0.03795
0.1019,0.1019,3.56,2.926,2.767,1851,0.1636,553.2,31.62,0.06111,0.03795
0.05096,0.05096,2.418,2.136,2.065,1767,1.138,696.5,30.09,0.06111,0.03611
0.05101,0.05101,2.419,2.136,2.066,1767,1.135,696.4,30.09,0.06111,0.03611
0.1018,0.1018,3.558,2.925,2.767,1850,0.1639,553.4,31.62,0.0611,0.03794
0.1018,0.1018,3.557,2.924,2.766,1850,0.1642,553.6,31.61,0.0611,0.03794
0.05107,0.05107,2.421,2.137,2.067,1767,1.131,696.3,30.09,0.0611,0.03611
0.05113,0.05113,2.422,2.138,2.067,1767,1.128,696.1,30.09,0.0611,0.03611
0.1017,0.1017,3.556,2.923,2.765,1850,0.1645,553.7,31.61,0.06109,0.03793
0.1017,0.1017,3.554,2.922,2.764,1850,0.1648,553.9,31.6,0.06109,0.03793
0.05119,0.05119,2.423,2.139,2.068,1767,1.125,696,30.09,0.06109,0.03611
0.05125,0.05125,2.424,2.14,2.069,1768,1.122,695.9,30.09,0.06109,0.03611
0.1015,0.1015,3.552,2.92,2.763,1850,0.1654,554.3,31.6,0.06108,0.03792
0.1016,0.1016,3.553,2.921,2.763,1850,0.1651,554.1,31.6,0.06108,0.03792
0.0513,0.0513,2.426,2.141,2.07,1768,1.119,695.8,30.09,0.06108,0.03611
0.05136,0.05136,2.427,2.142,2.071,1768,1.116,695.6,30.09,0.06108,0.0361
0.1015,0.1015,3.551,2.92,2.762,1850,0.1657,554.5,31.59,0.06107,0.03791
0.05142,0.05142,2.428,2.143,2.071,1768,1.113,695.5,30.09,0.06107,0.0361
0.05148,0.05148,2.43,2.144,2.072,1768,1.11,695.4,30.09,0.06107,0.0361
0.1014,0.1014,3.549,2.919,2.761,1850,0.166,554.7,31.59,0.06106,0.03791
0.1014,0.1014,3.548,2.918,2.76,1850,0.1663,554.9,31.58,0.06106,0.0379
0.05154,0.05154,2.431,2.145,2.073,1768,1.107,695.2,30.09,0.06106,0.0361
0.1013,0.1013,3.545,2.916,2.759,1849,0.1669,555.3,31.58,0.06105,0.03789
0.1013,0.1013,3.547,2.917,2.759,1850,0.1666,555.1,31.58,0.06105,0.0379
0.05159,0.05159,2.432,2.145,2.074,1768,1.104,695.1,30.08,0.06105,0.0361
0.05165,0.05165,2.434,2.146,2.075,1768,1.101,695,30.08,0.06105,0.0361
0.1011,0.1011,3.543,2.914,2.757,1849,0.1675,555.6,31.57,0.06104,0.03788
0.1012,0.1012,3.544,2.915,2.758,1849,0.1672,555.5,31.57,0.06104,0.03789
0.05171,0.05171,2.435,2.147,2.075,1768,1.098,694.9,30.08,0.06104,0.0361
0.05177,0.05177,2.436,2.148,2.076,1768,1.095,694.7,30.08,0.06104,0.0361
0.101,0.101,3.54,2.912,2.755,1849,0.1681,556,31.56,0.06103,0.03787
0.1011,0.1011,3.541,2.913,2.756,1849,0.1678,555.8,31.56,0.06103,0.03788
0.05183,0.05183,2.437,2.149,2.077,1769,1.092,694.6,30.08,0.06103,0.0361
0.05188,0.05188,2.439,2.15,2.078,1769,1.089,694.5,30.08,0.06103,0.0361
0.1009,0.1009,3.538,2.911,2.754,1849,0.1687,556.4,31.55,0.06102,0.03786
0.101,0.101,3.539,2.911,2.755,1849,0.1684,556.2,31.55,0.06102,0.03787
0.05194,0.05194,2.44,2.151,2.079,1769,1.087,694.3,30.08,0.06102,0.0361
0.052,0.052,2.441,2.152,2.079,1769,1.084,694.2,30.08,0.06102,0.0361
0.1008,0.1008,3.536,2.91,2.753,1849,0.169,556.6,31.55,0.06101,0.03786
0.1008,0.1008,3.535,2.909,2.752,1849,0.1693,556.8,31.54,0.06101,0.03785
0.05206,0.05206,2.443,2.153,2.08,1769,1.081,694.1,30.08,0.06101,0.0361
0.05212,0.05212,2.444,2.154,2.081,1769,1.078,694,30.08,0.06101,0.0361
0.1007,0.1007,3.534,2.908,2.751,1849,0.1696,557,31.54,0.061,0.03785
0.1007,0.1007,3.532,2.907,2.751,1849,0.1699,557.2,31.53,0.061,0.03784
0.05217,0.05217,2.445,2.154,2.082,1769,1.075,693.8,30.08,0.061,0.03609
0.05223,0.05223,2.447,2.155,2.083,1769,1.072,693.7,30.08,0.061,0.03609
0.1006,0.1006,3.53,2.905,2.749,1848,0.1705,557.5,31.53,0.06099,0.03783
0.1006,0.1006,3.531,2.906,2.75,1848,0.1702,557.4,31.53,0.06099,0.03784
0.05229,0.05229,2.448,2.156,2.083,1769,1.069,693.6,30.08,0.06099,0.03609
0.05235,0.05235,2.449,2.157,2.084,1769,1.066,693.4,30.08,0.06099,0.03609
0.1004,0.1004,3.527,2.903,2.747,1848,0.1711,557.9,31.52,0.06098,0.03782
0.1005,0.1005,3.528,2.904,2.748,1848,0.1708,557.7,31.52,0.06098,0.03783
0.05241,0.05241,2.45,2.158,2.085,1769,1.063,693.3,30.08,0.06098,0.03609
0.05246,0.05246,2.452,2.159,2.086,1770,1.061,693.2,30.08,0.06098,0.03609
0.1003,0.1003,3.525,2.902,2.746,1848,0.1717,558.3,31.51,0.06097,0.03781
0.1004,0.1004,3.526,2.902,2.747,1848,0.1714,558.1,31.51,0.06097,0.03782
0.05252,0.05252,2.453,2.16,2.087,1770,1.058,693.1,30.08,0.06097,0.03609
0.05258,0.05258,2.454,2.161,2.087,1770,1.055,692.9,30.08,0.06097,0.03609
0.1003,0.1003,3.523,2.901,2.745,1848,0.1721,558.5,31.51,0.06096,0.03781
0.1002,0.1002,3.522,2.9,2.744,1848,0.1724,558.7,31.5,0.06096,0.0378
0.05264,0.05264,2.456,2.162,2.088,1770,1.052,692.8,30.07,0.06096,0.03609
0.0527,0.0527,2.457,2.163,2.089,1770,1.049,692.7,30.07,0.06096,0.03609
0.1002,0.1002,3.521,2.899,2.743,1848,0.1727,558.9,31.5,0.06095,0.0378
0.1001,0.1001,3.519,2.898,2.743,1848,0.173,559.1,31.49,0.06095,0.03779
0.05275,0.05275,2.458,2.163,2.09,1770,1.046,692.5,30.07,0.06095,0.03609
0.05281,0.05281,2.46,2.164,2.091,1770,1.044,692.4,30.07,0.06095,0.03609
0.1,0.1,3.518,2.897,2.742,1847,0.1733,559.2,31.49,0.06094,0.03779
0.09998,0.09998,3.517,2.896,2.741,1847,0.1736,559.4,31.48,0.06094,0.03778
0.05287,0.05287,2.461,2.165,2.091,1770,1.041,692.3,30.07,0.06094,0.03609
0.05293,0.05293,2.462,2.166,2.092,1770,1.038,692.2,30.07,0.06094,0.03609
0.09986,0.09986,3.514,2.894,2.739,1847,0.1743,559.8,31.48,0.06093,0.03777
0.09992,0.09992,3.515,2.895,2.74,1847,0.1739,559.6,31.48,0.06093,0.03778
0.0998,0.0998,3.513,2.893,2.739,1847,0.1746,560,31.47,0.06093,0.03777
0.05299,0.05299,2.463,2.167,2.093,1770,1.035,692,30.07,0.06093,0.03609
0.05304,0.05304,2.465,2.168,2.094,1771,1.033,691.9,30.07,0.06093,0.03609
0.09974,0.09974,3.512,2.893,2.738,1847,0.1749,560.2,31.47,0.06092,0.03776
0.09969,0.09969,3.51,2.892,2.737,1847,0.1752,560.4,31.46,0.06092,0.03776
0.0531,0.0531,2.466,2.169,2.095,1771,1.03,691.8,30.07,0.06092,0.03608
0.05316,0.05316,2.467,2.17,2.095,1771,1.027,691.6,30.07,0.06092,0.03608
0.09957,0.09957,3.508,2.89,2.735,1847,0.1759,560.8,31.46,0.06091,0.03775
0.09963,0.09963,3.509,2.891,2.736,1847,0.1755,560.6,31.46,0.06091,0.03775
0.05322,0.05322,2.469,2.171,2.096,1771,1.024,691.5,30.07,0.06091,0.03608
0.05328,0.05328,2.47,2.172,2.097,1771,1.022,691.4,30.07,0.06091,0.03608
0.09945,0.09945,3.505,2.888,2.734,1847,0.1765,561.1,31.45,0.0609,0.03774
0.09951,0.09951,3.506,2.889,2.735,1847,0.1762,560.9,31.45,0.0609,0.03774
0.05333,0.05333,2.471,2.172,2.098,1771,1.019,691.2,30.07,0.0609,0.03608
0.05339,0.05339,2.473,2.173,2.099,1771,1.016,691.1,30.07,0.0609,0.03608
0.09934,0.09934,3.502,2.886,2.732,1846,0.1771,561.5,31.44,0.06089,0.03773
0.0994,0.0994,3.504,2.887,2.733,1846,0.1768,561.3,31.44,0.06089,0.03773
0.05345,0.05345,2.474,2.174,2.099,1771,1.014,691,30.07,0.06089,0.03608
0.05351,0.05351,2.475,2.175,2.1,1771,1.011,690.8,30.07,0.06089,0.03608
0.09928,0.09928,3.501,2.885,2.731,1846,0.1775,561.7,31.44,0.06088,0.03772
0.09922,0.09922,3.5,2.884,2.731,1846,0.1778,561.9,31.43,0.06088,0.03772
0.05357,0.05357,2.476,2.176,2.101,1771,1.008,690.7,30.07,0.06088,0.03608
0.05362,0.05362,2.478,2.177,2.102,1771,1.006,690.6,30.07,0.06088,0.03608
0.09911,0.09911,3.497,2.883,2.729,1846,0.1784,562.3,31.43,0.06087,0.03771
0.09916,0.09916,3.498,2.884,2.73,1846,0.1781,562.1,31.43,0.06087,0.03771
0.05368,0.05368,2.479,2.178,2.103,1772,1.003,690.4,30.07,0.06087,0.03608
0.05374,0.05374,2.48,2.179,2.103,1772,1,690.3,30.07,0.06087,0.03608
0.09899,0.09899,3.495,2.881,2.727,1846,0.1791,562.6,31.42,0.06086,0.0377
0.09905,0.09905,3.496,2.882,2.728,1846,0.1788,562.4,31.42,0.06086,0.03771
0.0538,0.0538,2.482,2.18,2.104,1772,0.9976,690.2,30.07,0.06086,0.03608
0.05386,0.05386,2.483,2.181,2.105,1772,0.9949,690.1,30.07,0.06086,0.03608
0.09882,0.09882,3.491,2.878,2.725,1845,0.1801,563.2,31.41,0.06085,0.03769
0.09887,0.09887,3.492,2.879,2.726,1846,0.1798,563,31.41,0.06085,0.03769
0.09893,0.09893,3.493,2.88,2.727,1846,0.1794,562.8,31.41,0.06085,0.0377
0.05391,0.05391,2.484,2.181,2.106,1772,0.9923,689.9,30.07,0.06085,0.03608
0.05397,0.05397,2.486,2.182,2.107,1772,0.9897,689.8,30.06,0.06085,0.03608
0.0987,0.0987,3.488,2.876,2.723,1845,0.1807,563.6,31.4,0.06084,0.03768
0.09876,0.09876,3.489,2.877,2.724,1845,0.1804,563.4,31.4,0.06084,0.03768
0.05403,0.05403,2.487,2.183,2.107,1772,0.9871,689.7,30.06,0.06084,0.03608
0.05409,0.05409,2.488,2.184,2.108,1772,0.9845,689.5,30.06,0.06084,0.03608
0.09858,0.09858,3.485,2.875,2.722,1845,0.1814,563.9,31.39,0.06083,0.03767
0.09864,0.09864,3.487,2.875,2.723,1845,0.1811,563.8,31.39,0.06083,0.03767
0.05415,0.05415,2.489,2.185,2.109,1772,0.9819,689.4,30.06,0.06083,0.03608
0.0542,0.0542,2.491,2.186,2.11,1772,0.9793,689.3,30.06,0.06083,0.03608
0.05426,0.05426,2.492,2.187,2.111,1772,0.9767,689.1,30.06,0.06083,0.03608
0.09853,0.09853,3.484,2.874,2.721,1845,0.1817,564.1,31.39,0.06082,0.03766
0.09847,0.09847,3.483,2.873,2.72,1845,0.1821,564.3,31.38,0.06082,0.03766
0.05432,0.05432,2.493,2.188,2.111,1773,0.9741,689,30.06,0.06082,0.03608
0.05438,0.05438,2.495,2.189,2.112,1773,0.9716,688.9,30.06,0.06082,0.03607
0.09841,0.09841,3.482,2.872,2.719,1845,0.1824,564.5,31.38,0.06081,0.03765
0.09835,0.09835,3.48,2.871,2.719,1845,0.1827,564.7,31.37,0.06081,0.03765
0.05444,0.05444,2.496,2.19,2.113,1773,0.969,688.7,30.06,0.06081,0.03607
0.05449,0.05449,2.497,2.19,2.114,1773,0.9665,688.6,30.06,0.06081,0.03607
0.09824,0.09824,3.478,2.869,2.717,1845,0.1834,565.1,31.37,0.0608,0.03764
0.09829,0.09829,3.479,2.87,2.718,1845,0.1831,564.9,31.37,0.0608,0.03764
0.09818,0.09818,3.476,2.868,2.716,1844,0.1838,565.3,31.36,0.0608,0.03764
0.05455,0.05455,2.499,2.191,2.115,1773,0.9639,688.5,30.06,0.0608,0.03607
0.05461,0.05461,2.5,2.192,2.115,1773,0.9614,688.3,30.06,0.0608,0.03607
0.09806,0.09806,3.474,2.866,2.715,1844,0.1844,565.6,31.36,0.06079,0.03763
0.09812,0.09812,3.475,2.867,2.715,1844,0.1841,565.4,31.36,0.06079,0.03763
0.05467,0.05467,2.501,2.193,2.116,1773,0.9589,688.2,30.06,0.06079,0.03607
0.05473,0.05473,2.503,2.194,2.117,1773,0.9564,688.1,30.06,0.06079,0.03607
0.09795,0.09795,3.471,2.865,2.713,1844,0.1851,566,31.35,0.06078,0.03762
0.098,0.098,3.472,2.866,2.714,1844,0.1848,565.8,31.35,0.06078,0.03762
0.05478,0.05478,2.504,2.195,2.118,1773,0.9539,687.9,30.06,0.06078,0.03607
0.05484,0.05484,2.505,2.196,2.119,1773,0.9514,687.8,30.06,0.06078,0.03607
0.09783,0.09783,3.469,2.863,2.711,1844,0.1858,566.4,31.34,0.06077,0.03761
0.09789,0.09789,3.47,2.864,2.712,1844,0.1855,566.2,31.34,0.06077,0.03761
0.0549,0.0549,2.506,2.197,2.119,1774,0.9489,687.7,30.06,0.06077,0.03607
0.05496,0.05496,2.508,2.198,2.12,1774,0.9464,687.5,30.06,0.06077,0.03607
0.05502,0.05502,2.509,2.199,2.121,1774,0.9439,687.4,30.06,0.06077,0.03607
0.09777,0.09777,3.467,2.862,2.711,1844,0.1862,566.6,31.34,0.06076,0.0376
0.09766,0.09766,3.465,2.86,2.709,1844,0.1868,566.9,31.33,0.06076,0.03759
0.09771,0.09771,3.466,2.861,2.71,1844,0.1865,566.8,31.33,0.06076,0.0376
0.05508,0.05508,2.51,2.199,2.122,1774,0.9414,687.3,30.06,0.06076,0.03607
0.05513,0.05513,2.512,2.2,2.123,1774,0.939,687.1,30.06,0.06076,0.03607
0.09754,0.09754,3.462,2.858,2.707,1843,0.1875,567.3,31.32,0.06075,0.03759
0.0976,0.0976,3.463,2.859,2.708,1843,0.1872,567.1,31.32,0.06075,0.03759
0.05519,0.05519,2.513,2.201,2.123,1774,0.9365,687,30.06,0.06075,0.03607
0.05525,0.05525,2.514,2.202,2.124,1774,0.9341,686.9,30.06,0.06075,0.03607
0.09748,0.09748,3.461,2.857,2.707,1843,0.1879,567.5,31.32,0.06074,0.03758
0.09742,0.09742,3.459,2.857,2.706,1843,0.1882,567.7,31.31,0.06074,0.03758
0.05531,0.05531,2.516,2.203,2.125,1774,0.9316,686.7,30.06,0.06074,0.03607
0.05537,0.05537,2.517,2.204,2.126,1774,0.9292,686.6,30.06,0.06074,0.03607
0.09731,0.09731,3.457,2.855,2.704,1843,0.1889,568.1,31.31,0.06073,0.03757
0.09737,0.09737,3.458,2.856,2.705,1843,0.1886,567.9,31.31,0.06073,0.03757
0.09725,0.09725,3.456,2.854,2.703,1843,0.1893,568.2,31.3,0.06073,0.03756
0.05542,0.05542,2.518,2.205,2.127,1774,0.9268,686.5,30.06,0.06073,0.03607
0.05548,0.05548,2.519,2.206,2.127,1774,0.9244,686.3,30.06,0.06073,0.03607
0.05554,0.05554,2.521,2.207,2.128,1775,0.922,686.2,30.06,0.06073,0.03607
0.09719,0.09719,3.454,2.853,2.703,1843,0.1896,568.4,31.3,0.06072,0.03756
0.09713,0.09713,3.453,2.852,2.702,1843,0.19,568.6,31.29,0.06072,0.03755
0.0556,0.0556,2.522,2.208,2.129,1775,0.9196,686,30.06,0.06072,0.03607
0.05566,0.05566,2.523,2.208,2.13,1775,0.9172,685.9,30.06,0.06072,0.03607
0.09702,0.09702,3.45,2.85,2.7,1843,0.1907,569,31.29,0.06071,0.03754
0.09708,0.09708,3.452,2.851,2.701,1843,0.1903,568.8,31.29,0.06071,0.03755
0.05571,0.05571,2.525,2.209,2.131,1775,0.9148,685.8,30.06,0.06071,0.03607
0.05577,0.05577,2.526,2.21,2.131,1775,0.9124,685.6,30.06,0.06071,0.03607
0.09684,0.09684,3.446,2.848,2.698,1842,0.1918,569.6,31.28,0.0607,0.03753
0.0969,0.0969,3.448,2.848,2.699,1842,0.1914,569.4,31.28,0.0607,0.03754
0.09696,0.09696,3.449,2.849,2.699,1842,0.191,569.2,31.28,0.0607,0.03754
0.05583,0.05583,2.527,2.211,2.132,1775,0.9101,685.5,30.06,0.0607,0.03607
0.05589,0.05589,2.529,2.212,2.133,1775,0.9077,685.4,30.06,0.0607,0.03607
0.05595,0.05595,2.53,2.213,2.134,1775,0.9053,685.2,30.06,0.0607,0.03607
0.09673,0.09673,3.444,2.846,2.696,1842,0.1925,569.9,31.27,0.06069,0.03752
0.09679,0.09679,3.445,2.847,2.697,1842,0.1921,569.7,31.27,0.06069,0.03753
0.056,0.056,2.531,2.214,2.135,1775,0.903,685.1,30.06,0.06069,0.03607
0.05606,0.05606,2.532,2.215,2.135,1775,0.9006,685,30.06,0.06069,0.03607
0.09667,0.09667,3.443,2.845,2.695,1842,0.1928,570.1,31.27,0.06068,0.03752
0.09655,0.09655,3.44,2.843,2.694,1842,0.1936,570.5,31.26,0.06068,0.03751
0.09661,0.09661,3.441,2.844,2.695,1842,0.1932,570.3,31.26,0.06068,0.03751
0.05612,0.05612,2.534,2.216,2.136,1776,0.8983,684.8,30.06,0.06068,0.03607
0.05618,0.05618,2.535,2.217,2.137,1776,0.896,684.7,30.06,0.06068,0.03607
0.09644,0.09644,3.437,2.841,2.692,1842,0.1943,570.9,31.25,0.06067,0.0375
0.0965,0.0965,3.439,2.842,2.693,1842,0.1939,570.7,31.25,0.06067,0.03751
0.05624,0.05624,2.536,2.217,2.138,1776,0.8937,684.6,30.05,0.06067,0.03607
0.05629,0.05629,2.538,2.218,2.139,1776,0.8914,684.4,30.05,0.06067,0.03607
0.05635,0.05635,2.539,2.219,2.139,1776,0.8891,684.3,30.05,0.06067,0.03607
0.09638,0.09638,3.436,2.84,2.691,1841,0.1946,571,31.25,0.06066,0.0375
0.09626,0.09626,3.433,2.839,2.69,1841,0.1954,571.4,31.24,0.06066,0.03749
0.09632,0.09632,3.435,2.839,2.691,1841,0.195,571.2,31.24,0.06066,0.03749
0.05641,0.05641,2.54,2.22,2.14,1776,0.8868,684.1,30.05,0.06066,0.03607
0.05647,0.05647,2.542,2.221,2.141,1776,0.8845,684,30.05,0.06066,0.03607
0.09621,0.09621,3.432,2.838,2.689,1841,0.1957,571.6,31.24,0.06065,0.03748
0.09615,0.09615,3.431,2.837,2.688,1841,0.1961,571.8,31.23,0.06065,0.03748
0.05653,0.05653,2.543,2.222,2.142,1776,0.8822,683.9,30.05,0.06065,0.03607
0.05658,0.05658,2.544,2.223,2.143,1776,0.8799,683.7,30.05,0.06065,0.03606
0.05664,0.05664,2.545,2.224,2.143,1776,0.8776,683.6,30.05,0.06065,0.03606
0.09603,0.09603,3.428,2.835,2.687,1841,0.1968,572.2,31.23,0.06064,0.03747
0.09609,0.09609,3.43,2.836,2.687,1841,0.1965,572,31.23,0.06064,0.03747
0.09597,0.09597,3.427,2.834,2.686,1841,0.1972,572.3,31.22,0.06064,0.03747
0.0567,0.0567,2.547,2.225,2.144,1776,0.8754,683.5,30.05,0.06064,0.03606
0.05676,0.05676,2.548,2.226,2.145,1777,0.8731,683.3,30.05,0.06064,0.03606
0.09592,0.09592,3.426,2.833,2.685,1841,0.1976,572.5,31.22,0.06063,0.03746
0.09586,0.09586,3.424,2.832,2.684,1841,0.198,572.7,31.21,0.06063,0.03746
0.05682,0.05682,2.549,2.226,2.146,1777,0.8709,683.2,30.05,0.06063,0.03606
0.05687,0.05687,2.551,2.227,2.147,1777,0.8686,683,30.05,0.06063,0.03606
0.09574,0.09574,3.422,2.83,2.683,1840,0.1987,573.1,31.21,0.06062,0.03745
0.0958,0.0958,3.423,2.831,2.683,1841,0.1983,572.9,31.21,0.06062,0.03745
0.09568,0.09568,3.42,2.83,2.682,1840,0.1991,573.3,31.2,0.06062,0.03744
0.05693,0.05693,2.552,2.228,2.147,1777,0.8664,682.9,30.05,0.06062,0.03606
0.05699,0.05699,2.553,2.229,2.148,1777,0.8642,682.8,30.05,0.06062,0.03606
0.05705,0.05705,2.555,2.23,2.149,1777,0.862,682.6,30.05,0.06062,0.03606
0.09557,0.09557,3.418,2.828,2.68,1840,0.1998,573.6,31.2,0.06061,0.03744
0.09563,0.09563,3.419,2.829,2.681,1840,0.1994,573.4,31.2,0.06061,0.03744
0.05711,0.05711,2.556,2.231,2.15,1777,0.8597,682.5,30.05,0.06061,0.03606
0.05716,0.05716,2.557,2.232,2.151,1777,0.8575,682.4,30.05,0.06061,0.03606
0.09539,0.09539,3.414,2.825,2.678,1840,0.2009,574.2,31.19,0.0606,0.03742
0.09545,0.09545,3.415,2.826,2.679,1840,0.2006,574,31.19,0.0606,0.03743
0.09551,0.09551,3.417,2.827,2.679,1840,0.2002,573.8,31.19,0.0606,0.03743
0.05722,0.05722,2.558,2.233,2.151,1777,0.8553,682.2,30.05,0.0606,0.03606
0.05728,0.05728,2.56,2.234,2.152,1777,0.8531,682.1,30.05,0.0606,0.03606
0.05734,0.05734,2.561,2.235,2.153,1778,0.851,681.9,30.05,0.0606,0.03606
0.09528,0.09528,3.411,2.823,2.676,1840,0.2017,574.6,31.18,0.06059,0.03741
0.09534,0.09534,3.413,2.824,2.677,1840,0.2013,574.4,31.18,0.06059,0.03742
0.0574,0.0574,2.562,2.235,2.154,1778,0.8488,681.8,30.05,0.06059,0.03606
0.05745,0.05745,2.564,2.236,2.155,1778,0.8466,681.7,30.05,0.06059,0.03606
0.05751,0.05751,2.565,2.237,2.155,1778,0.8444,681.5,30.05,0.06059,0.03606
0.09522,0.09522,3.41,2.822,2.675,1840,0.2021,574.7,31.18,0.06058,0.03741
0.0951,0.0951,3.407,2.821,2.674,1839,0.2029,575.1,31.17,0.06058,0.0374
0.09516,0.09516,3.409,2.821,2.675,1839,0.2025,574.9,31.17,0.06058,0.03741
0.05757,0.05757,2.566,2.238,2.156,1778,0.8423,681.4,30.05,0.06058,0.03606
0.05763,0.05763,2.568,2.239,2.157,1778,0.8401,681.2,30.05,0.06058,0.03606
0.09493,0.09493,3.404,2.818,2.671,1839,0.204,575.7,31.16,0.06057,0.03739
0.09499,0.09499,3.405,2.819,2.672,1839,0.2036,575.5,31.16,0.06057,0.03739
0.09505,0.09505,3.406,2.82,2.673,1839,0.2032,575.3,31.16,0.06057,0.0374
0.05769,0.05769,2.569,2.24,2.158,1778,0.838,681.1,30.05,0.06057,0.03606
0.05774,0.05774,2.57,2.241,2.159,1778,0.8358,681,30.05,0.06057,0.03606
0.0578,0.0578,2.571,2.242,2.159,1778,0.8337,680.8,30.05,0.06057,0.03606
0.09481,0.09481,3.401,2.816,2.67,1839,0.2048,576,31.15,0.06056,0.03738
0.09487,0.09487,3.402,2.817,2.671,1839,0.2044,575.8,31.15,0.06056,0.03739
0.05786,0.05786,2.573,2.243,2.16,1778,0.8316,680.7,30.05,0.06056,0.03606
0.05792,0.05792,2.574,2.244,2.161,1778,0.8295,680.6,30.05,0.06056,0.03606
0.09475,0.09475,3.4,2.815,2.669,1839,0.2052,576.2,31.15,0.06055,0.03738
0.09464,0.09464,3.397,2.813,2.667,1839,0.2059,576.6,31.14,0.06055,0.03737
0.0947,0.0947,3.398,2.814,2.668,1839,0.2056,576.4,31.14,0.06055,0.03737
0.05798,0.05798,2.575,2.244,2.162,1779,0.8273,680.4,30.05,0.06055,0.03606
0.05803,0.05803,2.577,2.245,2.163,1779,0.8252,680.3,30.05,0.06055,0.03606
0.05809,0.05809,2.578,2.246,2.163,1779,0.8231,680.1,30.05,0.06055,0.03606
0.09458,0.09458,3.396,2.812,2.667,1839,0.2063,576.8,31.14,0.06054,0.03736
0.09446,0.09446,3.393,2.811,2.665,1838,0.2071,577.1,31.13,0.06054,0.03736
0.09452,0.09452,3.394,2.812,2.666,1838,0.2067,577,31.13,0.06054,0.03736
0.05815,0.05815,2.579,2.247,2.164,1779,0.821,680,30.05,0.06054,0.03606
0.05821,0.05821,2.581,2.248,2.165,1779,0.8189,679.9,30.05,0.06054,0.03606
0.05827,0.05827,2.582,2.249,2.166,1779,0.8169,679.7,30.05,0.06054,0.03606
